city,date,tmean,month,year,tmean_normal,tmean_diff,tmean_direction
Albany,2019-08-01,20.072500228881836,8,2019,19.712400436401367,0.36009979248046875,warmer
Albany,2019-07-01,19.085498809814453,7,2019,19.627300262451172,0.54180145263671875,cooler
Albany,2019-06-01,17.028499603271484,6,2019,16.138500213623047,0.8899993896484375,warmer
Albany,2019-05-01,14.290399551391602,5,2019,13.451499938964844,0.8388996124267578,warmer
Albany,2019-04-01,11.293899536132812,4,2019,10.174099922180176,1.1197996139526367,warmer
Albany,2019-03-01,7.109000205993652,3,2019,8.086699485778809,0.97769927978515625,cooler
Albany,2019-02-01,3.1150002479553223,2,2019,6.240299701690674,3.1252994537353516,cooler
Albany,2019-01-01,5.217000484466553,1,2019,5.094599723815918,0.12240076065063477,warmer
Albany,2018-12-01,5.525000095367432,12,2018,4.719099998474121,0.8059000968933105,warmer
Albany,2018-11-01,7.9210004806518555,11,2018,7.567099571228027,0.3539009094238281,warmer
Albany,2018-10-01,12.690000534057617,10,2018,12.02929973602295,0.660700798034668,warmer
Albany,2018-09-01,16.0939998626709,9,2018,17.08650016784668,0.99250030517578125,cooler
Albany,2018-08-01,19.96500015258789,8,2018,19.712400436401367,0.25259971618652344,warmer
Albany,2018-07-01,20.97300148010254,7,2018,19.627300262451172,1.3457012176513672,warmer
Albany,2018-06-01,16.63300132751465,6,2018,16.138500213623047,0.49450111389160156,warmer
Albany,2018-05-01,14.757000923156738,5,2018,13.451499938964844,1.3055009841918945,warmer
Albany,2018-04-01,10.599000930786133,4,2018,10.174099922180176,0.42490100860595703,warmer
Albany,2018-03-01,6.822000503540039,3,2018,8.086699485778809,1.2646989822387695,cooler
Albany,2018-02-01,5.26200008392334,2,2018,6.240299701690674,0.978299617767334,cooler
Albany,2018-01-01,6.652000427246094,1,2018,5.094599723815918,1.5574007034301758,warmer
Albany,2017-12-01,3.5520002841949463,12,2017,4.719099998474121,1.1670997142791748,cooler
Albany,2017-11-01,8.175000190734863,11,2017,7.567099571228027,0.6079006195068359,warmer
Albany,2017-10-01,11.60300064086914,10,2017,12.02929973602295,0.4262990951538086,cooler
Albany,2017-09-01,18.35700035095215,9,2017,17.08650016784668,1.2705001831054688,warmer
Albany,2017-08-01,21.61600112915039,8,2017,19.712400436401367,1.9036006927490234,warmer
Albany,2017-07-01,19.87200164794922,7,2017,19.627300262451172,0.24470138549804688,warmer
Albany,2017-06-01,17.225000381469727,6,2017,16.138500213623047,1.0865001678466797,warmer
Albany,2017-05-01,14.125000953674316,5,2017,13.451499938964844,0.6735010147094727,warmer
Albany,2017-04-01,9.830000877380371,4,2017,10.174099922180176,0.3440990447998047,cooler
Albany,2017-03-01,8.689000129699707,3,2017,8.086699485778809,0.6023006439208984,warmer
Albany,2017-02-01,5.735000133514404,2,2017,6.240299701690674,0.5052995681762695,cooler
Albany,2017-01-01,1.8540000915527344,1,2017,5.094599723815918,3.2405996322631836,cooler
Albany,2016-12-01,2.5980000495910645,12,2016,4.719099998474121,2.1210999488830566,cooler
Albany,2016-11-01,10.363000869750977,11,2016,7.567099571228027,2.795901298522949,warmer
Albany,2016-10-01,12.597000122070312,10,2016,12.02929973602295,0.5677003860473633,warmer
Albany,2016-09-01,16.269001007080078,9,2016,17.08650016784668,0.8174991607666016,cooler
Albany,2016-08-01,20.48900032043457,8,2016,19.712400436401367,0.7765998840332031,warmer
Albany,2016-07-01,19.285001754760742,7,2016,19.627300262451172,0.3422985076904297,cooler
Albany,2016-06-01,17.512001037597656,6,2016,16.138500213623047,1.3735008239746094,warmer
Albany,2016-05-01,14.820000648498535,5,2016,13.451499938964844,1.3685007095336914,warmer
Albany,2016-04-01,12.9350004196167,4,2016,10.174099922180176,2.7609004974365234,warmer
Albany,2016-03-01,8.987000465393066,3,2016,8.086699485778809,0.9003009796142578,warmer
Albany,2016-02-01,8.420000076293945,2,2016,6.240299701690674,2.1797003746032715,warmer
Albany,2016-01-01,5.889000415802002,1,2016,5.094599723815918,0.794400691986084,warmer
Albany,2015-12-01,6.27400016784668,12,2015,4.719099998474121,1.5549001693725586,warmer
Albany,2015-11-01,6.7920002937316895,11,2015,7.567099571228027,0.7750992774963379,cooler
Albany,2015-10-01,14.26300048828125,10,2015,12.02929973602295,2.233700752258301,warmer
Albany,2015-09-01,16.17500114440918,9,2015,17.08650016784668,0.9114990234375,cooler
Albany,2015-08-01,20.808000564575195,8,2015,19.712400436401367,1.0956001281738281,warmer
Albany,2015-07-01,21.393001556396484,7,2015,19.627300262451172,1.7657012939453125,warmer
Albany,2015-06-01,19.368000030517578,6,2015,16.138500213623047,3.2294998168945312,warmer
Albany,2015-05-01,14.398000717163086,5,2015,13.451499938964844,0.9465007781982422,warmer
Albany,2015-04-01,9.906000137329102,4,2015,10.174099922180176,0.2680997848510742,cooler
Albany,2015-03-01,10.10200023651123,3,2015,8.086699485778809,2.015300750732422,warmer
Albany,2015-02-01,9.052000045776367,2,2015,6.240299701690674,2.8117003440856934,warmer
Albany,2015-01-01,5.98900032043457,1,2015,5.094599723815918,0.8944005966186523,warmer
Albany,2014-12-01,6.891000270843506,12,2014,4.719099998474121,2.1719002723693848,warmer
Albany,2014-11-01,7.554000377655029,11,2014,7.567099571228027,0.013099193572998047,cooler
Albany,2014-10-01,14.886000633239746,10,2014,12.02929973602295,2.856700897216797,warmer
Albany,2014-09-01,18.533000946044922,9,2014,17.08650016784668,1.4465007781982422,warmer
Albany,2014-08-01,21.547000885009766,8,2014,19.712400436401367,1.8346004486083984,warmer
Albany,2014-07-01,21.424001693725586,7,2014,19.627300262451172,1.796701431274414,warmer
Albany,2014-06-01,16.365001678466797,6,2014,16.138500213623047,0.22650146484375,warmer
Albany,2014-05-01,14.842000961303711,5,2014,13.451499938964844,1.3905010223388672,warmer
Albany,2014-04-01,10.821000099182129,4,2014,10.174099922180176,0.6469001770019531,warmer
Albany,2014-03-01,9.427000045776367,3,2014,8.086699485778809,1.3403005599975586,warmer
Albany,2014-02-01,5.25700044631958,2,2014,6.240299701690674,0.98329925537109375,cooler
Albany,2014-01-01,4.48900032043457,1,2014,5.094599723815918,0.6055994033813477,cooler
Albany,2013-12-01,1.4110000133514404,12,2013,4.719099998474121,3.3080999851226807,cooler
Albany,2013-11-01,7.1010003089904785,11,2013,7.567099571228027,0.46609926223754883,cooler
Albany,2013-10-01,10.654000282287598,10,2013,12.02929973602295,1.3752994537353516,cooler
Albany,2013-09-01,17.488000869750977,9,2013,17.08650016784668,0.4015007019042969,warmer
Albany,2013-08-01,20.21700096130371,8,2013,19.712400436401367,0.50460052490234375,warmer
Albany,2013-07-01,20.56800079345703,7,2013,19.627300262451172,0.9407005310058594,warmer
Albany,2013-06-01,16.9950008392334,6,2013,16.138500213623047,0.8565006256103516,warmer
Albany,2013-05-01,14.273000717163086,5,2013,13.451499938964844,0.8215007781982422,warmer
Albany,2013-04-01,11.063000679016113,4,2013,10.174099922180176,0.8889007568359375,warmer
Albany,2013-03-01,8.440000534057617,3,2013,8.086699485778809,0.3533010482788086,warmer
Albany,2013-02-01,6.159000396728516,2,2013,6.240299701690674,0.0812993049621582,cooler
Albany,2013-01-01,2.4050002098083496,1,2013,5.094599723815918,2.6895995140075684,cooler
Albany,2012-12-01,5.697000503540039,12,2012,4.719099998474121,0.977900505065918,warmer
Albany,2012-11-01,8.718000411987305,11,2012,7.567099571228027,1.1509008407592773,warmer
Albany,2012-10-01,12.654000282287598,10,2012,12.02929973602295,0.6247005462646484,warmer
Albany,2012-09-01,17.130001068115234,9,2012,17.08650016784668,0.04350090026855469,warmer
Albany,2012-08-01,19.895000457763672,8,2012,19.712400436401367,0.1826000213623047,warmer
Albany,2012-07-01,18.663000106811523,7,2012,19.627300262451172,0.9643001556396484,cooler
Albany,2012-06-01,14.988000869750977,6,2012,16.138500213623047,1.1504993438720703,cooler
Albany,2012-05-01,12.589000701904297,5,2012,13.451499938964844,0.8624992370605469,cooler
Albany,2012-04-01,10.819000244140625,4,2012,10.174099922180176,0.6449003219604492,warmer
Albany,2012-03-01,6.321000099182129,3,2012,8.086699485778809,1.7656993865966797,cooler
Albany,2012-02-01,5.942000389099121,2,2012,6.240299701690674,0.29829931259155273,cooler
Albany,2012-01-01,4.883000373840332,1,2012,5.094599723815918,0.21159934997558594,cooler
Albany,2011-12-01,3.204000234603882,12,2011,4.719099998474121,1.5150997638702393,cooler
Albany,2011-11-01,6.932000160217285,11,2011,7.567099571228027,0.6350994110107422,cooler
Albany,2011-10-01,12.184000968933105,10,2011,12.02929973602295,0.15470123291015625,warmer
Albany,2011-09-01,18.513999938964844,9,2011,17.08650016784668,1.427499771118164,warmer
Albany,2011-08-01,19.790000915527344,8,2011,19.712400436401367,0.07760047912597656,warmer
Albany,2011-07-01,17.8070011138916,7,2011,19.627300262451172,1.8202991485595703,cooler
Albany,2011-06-01,15.335000991821289,6,2011,16.138500213623047,0.8034992218017578,cooler
Albany,2011-05-01,11.391000747680664,5,2011,13.451499938964844,2.0604991912841797,cooler
Albany,2011-04-01,8.326000213623047,4,2011,10.174099922180176,1.848099708557129,cooler
Albany,2011-03-01,7.928000450134277,3,2011,8.086699485778809,0.15869903564453125,cooler
Albany,2011-02-01,4.6620001792907715,2,2011,6.240299701690674,1.5782995223999023,cooler
Albany,2011-01-01,5.115000247955322,1,2011,5.094599723815918,0.020400524139404297,warmer
Albany,2010-12-01,6.404000282287598,12,2010,4.719099998474121,1.6849002838134766,warmer
Albany,2010-11-01,7.349000453948975,11,2010,7.567099571228027,0.21809911727905273,cooler
Albany,2010-10-01,12.03700065612793,10,2010,12.02929973602295,0.007700920104980469,warmer
Albany,2010-09-01,16.714000701904297,9,2010,17.08650016784668,0.3724994659423828,cooler
Albany,2010-08-01,18.797000885009766,8,2010,19.712400436401367,0.9153995513916016,cooler
Albany,2010-07-01,18.976001739501953,7,2010,19.627300262451172,0.65129852294921875,cooler
Albany,2010-06-01,15.068000793457031,6,2010,16.138500213623047,1.0704994201660156,cooler
Albany,2010-05-01,11.714000701904297,5,2010,13.451499938964844,1.7374992370605469,cooler
Albany,2010-04-01,9.451000213623047,4,2010,10.174099922180176,0.7230997085571289,cooler
Albany,2010-03-01,8.072000503540039,3,2010,8.086699485778809,0.014698982238769531,cooler
Albany,2010-02-01,7.835000514984131,2,2010,6.240299701690674,1.594700813293457,warmer
Albany,2010-01-01,7.488000392913818,1,2010,5.094599723815918,2.3934006690979004,warmer
Albany,2009-12-01,2.182000160217285,12,2009,4.719099998474121,2.537099838256836,cooler
Albany,2009-11-01,7.653000354766846,11,2009,7.567099571228027,0.08590078353881836,warmer
Albany,2009-10-01,11.10200023651123,10,2009,12.02929973602295,0.92729949951171875,cooler
Albany,2009-09-01,17.431001663208008,9,2009,17.08650016784668,0.3445014953613281,warmer
Albany,2009-08-01,19.196001052856445,8,2009,19.712400436401367,0.5163993835449219,cooler
Albany,2009-07-01,20.87200164794922,7,2009,19.627300262451172,1.2447013854980469,warmer
Albany,2009-06-01,16.9950008392334,6,2009,16.138500213623047,0.8565006256103516,warmer
Albany,2009-05-01,13.308000564575195,5,2009,13.451499938964844,0.14349937438964844,cooler
Albany,2009-04-01,9.48900032043457,4,2009,10.174099922180176,0.6850996017456055,cooler
Albany,2009-03-01,6.619000434875488,3,2009,8.086699485778809,1.4676990509033203,cooler
Albany,2009-02-01,5.0410003662109375,2,2009,6.240299701690674,1.1992993354797363,cooler
Albany,2009-01-01,4.109000205993652,1,2009,5.094599723815918,0.9855995178222656,cooler
Albany,2008-12-01,3.2760002613067627,12,2008,4.719099998474121,1.4430997371673584,cooler
Albany,2008-11-01,9,11,2008,7.567099571228027,1.4329004287719727,warmer
Albany,2008-10-01,11.043000221252441,10,2008,12.02929973602295,0.9862995147705078,cooler
Albany,2008-09-01,16.44500160217285,9,2008,17.08650016784668,0.6414985656738281,cooler
Albany,2008-08-01,19.38800048828125,8,2008,19.712400436401367,0.3243999481201172,cooler
Albany,2008-07-01,19.275001525878906,7,2008,19.627300262451172,0.3522987365722656,cooler
Albany,2008-06-01,14.403000831604004,6,2008,16.138500213623047,1.735499382019043,cooler
Albany,2008-05-01,13.329000473022461,5,2008,13.451499938964844,0.12249946594238281,cooler
Albany,2008-04-01,8.020999908447266,4,2008,10.174099922180176,2.15310001373291,cooler
Albany,2008-03-01,6.225000381469727,3,2008,8.086699485778809,1.861699104309082,cooler
Albany,2008-02-01,5.767000198364258,2,2008,6.240299701690674,0.473299503326416,cooler
Albany,2008-01-01,2.632000207901001,1,2008,5.094599723815918,2.462599515914917,cooler
Albany,2007-12-01,4.563000202178955,12,2007,4.719099998474121,0.15609979629516602,cooler
Albany,2007-11-01,6.373000144958496,11,2007,7.567099571228027,1.1940994262695312,cooler
Albany,2007-10-01,10.668000221252441,10,2007,12.02929973602295,1.3612995147705078,cooler
Albany,2007-09-01,16.16400146484375,9,2007,17.08650016784668,0.9224987030029297,cooler
Albany,2007-08-01,18.93000030517578,8,2007,19.712400436401367,0.7824001312255859,cooler
Albany,2007-07-01,20.25200080871582,7,2007,19.627300262451172,0.6247005462646484,warmer
Albany,2007-06-01,15.634000778198242,6,2007,16.138500213623047,0.5044994354248047,cooler
Albany,2007-05-01,12.86400032043457,5,2007,13.451499938964844,0.5874996185302734,cooler
Albany,2007-04-01,9.581000328063965,4,2007,10.174099922180176,0.5930995941162109,cooler
Albany,2007-03-01,9.32800006866455,3,2007,8.086699485778809,1.2413005828857422,warmer
Albany,2007-02-01,6.7900004386901855,2,2007,6.240299701690674,0.5497007369995117,warmer
Albany,2007-01-01,3.2350001335144043,1,2007,5.094599723815918,1.8595995903015137,cooler
Albany,2006-12-01,4.328000068664551,12,2006,4.719099998474121,0.3910999298095703,cooler
Albany,2006-11-01,7.931000232696533,11,2006,7.567099571228027,0.36390066146850586,warmer
Albany,2006-10-01,11.28600025177002,10,2006,12.02929973602295,0.7432994842529297,cooler
Albany,2006-09-01,16.951000213623047,9,2006,17.08650016784668,0.1354999542236328,cooler
Albany,2006-08-01,18.891000747680664,8,2006,19.712400436401367,0.8213996887207031,cooler
Albany,2006-07-01,20.527000427246094,7,2006,19.627300262451172,0.8997001647949219,warmer
Albany,2006-06-01,17.50400161743164,6,2006,16.138500213623047,1.3655014038085938,warmer
Albany,2006-05-01,13.833000183105469,5,2006,13.451499938964844,0.381500244140625,warmer
Albany,2006-04-01,10.705000877380371,4,2006,10.174099922180176,0.5309009552001953,warmer
Albany,2006-03-01,6.925000190734863,3,2006,8.086699485778809,1.1616992950439453,cooler
Albany,2006-02-01,5.324000358581543,2,2006,6.240299701690674,0.9162993431091309,cooler
Albany,2006-01-01,6.603000164031982,1,2006,5.094599723815918,1.5084004402160645,warmer
Albany,2005-12-01,3.828000068664551,12,2005,4.719099998474121,0.8910999298095703,cooler
Albany,2005-11-01,6.088000297546387,11,2005,7.567099571228027,1.4790992736816406,cooler
Albany,2005-10-01,12.44800090789795,10,2005,12.02929973602295,0.418701171875,warmer
Albany,2005-09-01,15.724000930786133,9,2005,17.08650016784668,1.3624992370605469,cooler
Albany,2005-08-01,20.128000259399414,8,2005,19.712400436401367,0.4155998229980469,warmer
Albany,2005-07-01,20.062000274658203,7,2005,19.627300262451172,0.43470001220703125,warmer
Albany,2005-06-01,14.870000839233398,6,2005,16.138500213623047,1.2684993743896484,cooler
Albany,2005-05-01,14.16200065612793,5,2005,13.451499938964844,0.7105007171630859,warmer
Albany,2005-04-01,9.939000129699707,4,2005,10.174099922180176,0.23509979248046875,cooler
Albany,2005-03-01,9.25100040435791,3,2005,8.086699485778809,1.1643009185791016,warmer
Albany,2005-02-01,5.582000255584717,2,2005,6.240299701690674,0.658299446105957,cooler
Albany,2005-01-01,5.278000354766846,1,2005,5.094599723815918,0.18340063095092773,warmer
Albany,2004-12-01,5.717000484466553,12,2004,4.719099998474121,0.9979004859924316,warmer
Albany,2004-11-01,6.51900053024292,11,2004,7.567099571228027,1.0480990409851074,cooler
Albany,2004-10-01,12.486001014709473,10,2004,12.02929973602295,0.45670127868652344,warmer
Albany,2004-09-01,16.013999938964844,9,2004,17.08650016784668,1.072500228881836,cooler
Albany,2004-08-01,20.632001876831055,8,2004,19.712400436401367,0.9196014404296875,warmer
Albany,2004-07-01,20.457000732421875,7,2004,19.627300262451172,0.8297004699707031,warmer
Albany,2004-06-01,16.9010009765625,6,2004,16.138500213623047,0.7625007629394531,warmer
Albany,2004-05-01,13.85200023651123,5,2004,13.451499938964844,0.4005002975463867,warmer
Albany,2004-04-01,11.07300090789795,4,2004,10.174099922180176,0.8989009857177734,warmer
Albany,2004-03-01,9.427000045776367,3,2004,8.086699485778809,1.3403005599975586,warmer
Albany,2004-02-01,6.594000339508057,2,2004,6.240299701690674,0.3537006378173828,warmer
Albany,2004-01-01,4.396000385284424,1,2004,5.094599723815918,0.6985993385314941,cooler
Albany,2003-12-01,5.462000370025635,12,2003,4.719099998474121,0.7429003715515137,warmer
Albany,2003-11-01,6.187000274658203,11,2003,7.567099571228027,1.3800992965698242,cooler
Albany,2003-10-01,13.712000846862793,10,2003,12.02929973602295,1.6827011108398438,warmer
Albany,2003-09-01,17.88300132751465,9,2003,17.08650016784668,0.79650115966796875,warmer
Albany,2003-08-01,19.71000099182129,8,2003,19.712400436401367,0.002399444580078125,cooler
Albany,2003-07-01,20.422000885009766,7,2003,19.627300262451172,0.79470062255859375,warmer
Albany,2003-06-01,17.421001434326172,6,2003,16.138500213623047,1.282501220703125,warmer
Albany,2003-05-01,12.938000679016113,5,2003,13.451499938964844,0.5134992599487305,cooler
Albany,2003-04-01,9.576000213623047,4,2003,10.174099922180176,0.5980997085571289,cooler
Albany,2003-03-01,9.278000831604004,3,2003,8.086699485778809,1.1913013458251953,warmer
Albany,2003-02-01,6.531000137329102,2,2003,6.240299701690674,0.29070043563842773,warmer
Albany,2003-01-01,6.9120001792907715,1,2003,5.094599723815918,1.8174004554748535,warmer
Albany,2002-12-01,6.104000091552734,12,2002,4.719099998474121,1.3849000930786133,warmer
Albany,2002-11-01,7.956000328063965,11,2002,7.567099571228027,0.3889007568359375,warmer
Albany,2002-10-01,11.351000785827637,10,2002,12.02929973602295,0.6782989501953125,cooler
Albany,2002-09-01,16.998001098632812,9,2002,17.08650016784668,0.08849906921386719,cooler
Albany,2002-08-01,18.913000106811523,8,2002,19.712400436401367,0.79940032958984375,cooler
Albany,2002-07-01,19.819000244140625,7,2002,19.627300262451172,0.19169998168945312,warmer
Albany,2002-06-01,16.064001083374023,6,2002,16.138500213623047,0.07449913024902344,cooler
Albany,2002-05-01,11.861001014709473,5,2002,13.451499938964844,1.590498924255371,cooler
Albany,2002-04-01,10.346000671386719,4,2002,10.174099922180176,0.17190074920654297,warmer
Albany,2002-03-01,6.438000202178955,3,2002,8.086699485778809,1.6486992835998535,cooler
Albany,2002-02-01,6.499000072479248,2,2002,6.240299701690674,0.2587003707885742,warmer
Albany,2002-01-01,4.992000102996826,1,2002,5.094599723815918,0.1025996208190918,cooler
Albany,2001-12-01,5.15500020980835,12,2001,4.719099998474121,0.4359002113342285,warmer
Albany,2001-11-01,8.718000411987305,11,2001,7.567099571228027,1.1509008407592773,warmer
Albany,2001-10-01,11.499000549316406,10,2001,12.02929973602295,0.530299186706543,cooler
Albany,2001-09-01,17.032001495361328,9,2001,17.08650016784668,0.05449867248535156,cooler
Albany,2001-08-01,19.054000854492188,8,2001,19.712400436401367,0.6583995819091797,cooler
Albany,2001-07-01,18.26500129699707,7,2001,19.627300262451172,1.3622989654541016,cooler
Albany,2001-06-01,14.656001091003418,6,2001,16.138500213623047,1.482499122619629,cooler
Albany,2001-05-01,13.497000694274902,5,2001,13.451499938964844,0.045500755310058594,warmer
Albany,2001-04-01,8.655000686645508,4,2001,10.174099922180176,1.519099235534668,cooler
Albany,2001-03-01,8.188000679016113,3,2001,8.086699485778809,0.10130119323730469,warmer
Albany,2001-02-01,5.2870001792907715,2,2001,6.240299701690674,0.9532995223999023,cooler
Albany,2001-01-01,4.699000358581543,1,2001,5.094599723815918,0.395599365234375,cooler
Albany,2000-12-01,4.559000015258789,12,2000,4.719099998474121,0.16009998321533203,cooler
Albany,2000-11-01,5.298000335693359,11,2000,7.567099571228027,2.269099235534668,cooler
Albany,2000-10-01,11.913000106811523,10,2000,12.02929973602295,0.11629962921142578,cooler
Albany,2000-09-01,16.786001205444336,9,2000,17.08650016784668,0.30049896240234375,cooler
Albany,2000-08-01,18.33300018310547,8,2000,19.712400436401367,1.3794002532958984,cooler
Albany,2000-07-01,18.319000244140625,7,2000,19.627300262451172,1.3083000183105469,cooler
Albany,2000-06-01,16.9060001373291,6,2000,16.138500213623047,0.7674999237060547,warmer
Albany,2000-05-01,13.119000434875488,5,2000,13.451499938964844,0.33249950408935547,cooler
Albany,2000-04-01,10.88800048828125,4,2000,10.174099922180176,0.7139005661010742,warmer
Albany,2000-03-01,6.800000190734863,3,2000,8.086699485778809,1.2866992950439453,cooler
Albany,2000-02-01,6.422000408172607,2,2000,6.240299701690674,0.1817007064819336,warmer
Albany,2000-01-01,4.235000133514404,1,2000,5.094599723815918,0.8595995903015137,cooler
Albany,1999-12-01,5.594000339508057,12,1999,4.719099998474121,0.8749003410339355,warmer
Albany,1999-11-01,9.542000770568848,11,1999,7.567099571228027,1.9749011993408203,warmer
Albany,1999-10-01,12.045001029968262,10,1999,12.02929973602295,0.0157012939453125,warmer
Albany,1999-09-01,16.996000289916992,9,1999,17.08650016784668,0.0904998779296875,cooler
Albany,1999-08-01,19.398000717163086,8,1999,19.712400436401367,0.31439971923828125,cooler
