city,date,tmean
Portland,2006-09-01,17.897001266479492
Portland,2006-10-01,11.782000541687012
Portland,2006-11-01,8.157000541687012
Portland,2006-12-01,4.339000225067139
Portland,2007-01-01,3.0950000286102295
Portland,2007-02-01,6.659000396728516
Portland,2007-03-01,9.37700080871582
Portland,2007-04-01,10.349000930786133
Portland,2007-05-01,13.795001029968262
Portland,2007-06-01,16.579999923706055
Portland,2007-07-01,20.875001907348633
Portland,2007-08-01,19.476001739501953
Portland,2007-09-01,16.447999954223633
Portland,2007-10-01,11.280000686645508
Portland,2007-11-01,7.127000331878662
Portland,2007-12-01,5.0410003662109375
Portland,2008-01-01,3.6060001850128174
Portland,2008-02-01,6.635000228881836
Portland,2008-03-01,7.094000339508057
Portland,2008-04-01,8.559000015258789
Portland,2008-05-01,14.148000717163086
Portland,2008-06-01,15.6510009765625
Portland,2008-07-01,19.729000091552734
Portland,2008-08-01,20.347000122070312
Portland,2008-09-01,17.433000564575195
Portland,2008-10-01,11.72700023651123
Portland,2008-11-01,9.391000747680664
Portland,2008-12-01,3.127000093460083
Portland,2009-01-01,4.514000415802002
Portland,2009-02-01,5.212000370025635
Portland,2009-03-01,6.890000343322754
Portland,2009-04-01,10.242000579833984
Portland,2009-05-01,14.344000816345215
Portland,2009-06-01,17.887001037597656
Portland,2009-07-01,21.93000030517578
Portland,2009-08-01,20.323001861572266
Portland,2009-09-01,18.450000762939453
Portland,2009-10-01,11.928000450134277
Portland,2009-11-01,8.51300048828125
Portland,2009-12-01,2.5850000381469727
Portland,2010-01-01,7.684000492095947
Portland,2010-02-01,8.398000717163086
Portland,2010-03-01,9.177000045776367
Portland,2010-04-01,10.16200065612793
Portland,2010-05-01,12.469000816345215
Portland,2010-06-01,15.345000267028809
Portland,2010-07-01,19.21000099182129
Portland,2010-08-01,19.51300048828125
Portland,2010-09-01,17.112001419067383
Portland,2010-10-01,13.055000305175781
Portland,2010-11-01,7.284000396728516
Portland,2010-12-01,6.185000419616699
Portland,2011-01-01,5.2220001220703125
Portland,2011-02-01,4.611000061035156
Portland,2011-03-01,7.529000282287598
Portland,2011-04-01,8.579000473022461
Portland,2011-05-01,11.804000854492188
Portland,2011-06-01,15.9660005569458
Portland,2011-07-01,18.336000442504883
Portland,2011-08-01,20.159000396728516
Portland,2011-09-01,19.280000686645508
Portland,2011-10-01,12.748000144958496
Portland,2011-11-01,6.919000148773193
Portland,2011-12-01,3.88700008392334
Portland,2012-01-01,4.970000267028809
Portland,2012-02-01,6.508000373840332
Portland,2012-03-01,6.869000434875488
Portland,2012-04-01,11.383000373840332
Portland,2012-05-01,13.654000282287598
Portland,2012-06-01,15.735000610351562
Portland,2012-07-01,19.260000228881836
Portland,2012-08-01,20.922000885009766
Portland,2012-09-01,18.145000457763672
Portland,2012-10-01,13.000000953674316
Portland,2012-11-01,9.052000045776367
Portland,2012-12-01,5.869000434875488
Portland,2013-01-01,2.8930001258850098
Portland,2013-02-01,6.523000240325928
Portland,2013-03-01,8.886000633239746
Portland,2013-04-01,11.289000511169434
Portland,2013-05-01,14.711000442504883
Portland,2013-06-01,17.606000900268555
Portland,2013-07-01,20.46500015258789
Portland,2013-08-01,20.92300033569336
Portland,2013-09-01,17.951000213623047
Portland,2013-10-01,11.609000205993652
Portland,2013-11-01,7.934000492095947
Portland,2013-12-01,2.5270001888275146
Portland,2014-01-01,5.203000068664551
Portland,2014-02-01,4.336000442504883
Portland,2014-03-01,9.295000076293945
Portland,2014-04-01,11.267000198364258
Portland,2014-05-01,15.850000381469727
Portland,2014-06-01,16.947999954223633
Portland,2014-07-01,21.569000244140625
Portland,2014-08-01,22.363000869750977
Portland,2014-09-01,19.38800048828125
Portland,2014-10-01,15.200000762939453
Portland,2014-11-01,8.046000480651855
Portland,2014-12-01,6.740000247955322
Portland,2015-01-01,6.493000507354736
Portland,2015-02-01,9.438000679016113
Portland,2015-03-01,11.159000396728516
Portland,2015-04-01,10.880000114440918
Portland,2015-05-01,15.380001068115234
Portland,2015-06-01,20.483001708984375
Portland,2015-07-01,22.36400032043457
Portland,2015-08-01,21.871000289916992
Portland,2015-09-01,16.911001205444336
Portland,2015-10-01,15.111001014709473
Portland,2015-11-01,7.544000148773193
Portland,2015-12-01,5.968000411987305
Portland,2016-01-01,5.900000095367432
Portland,2016-02-01,9.093000411987305
Portland,2016-03-01,9.4160003662109375
Portland,2016-04-01,13.760000228881836
Portland,2016-05-01,15.826001167297363
Portland,2016-06-01,18.197999954223633
Portland,2016-07-01,19.608001708984375
Portland,2016-08-01,21.459001541137695
Portland,2016-09-01,16.819000244140625
Portland,2016-10-01,12.892000198364258
Portland,2016-11-01,11.043000221252441
Portland,2016-12-01,2.953000068664551
Portland,2017-01-01,1.2880001068115234
Portland,2017-02-01,5.319000244140625
Portland,2017-03-01,8.586000442504883
Portland,2017-04-01,10.309000015258789
Portland,2017-05-01,15.149001121520996
Portland,2017-06-01,17.977001190185547
Portland,2017-07-01,20.52800178527832
Portland,2017-08-01,22.562000274658203
Portland,2017-09-01,19.09800148010254
Portland,2017-10-01,12.257000923156738
Portland,2017-11-01,8.581000328063965
Portland,2017-12-01,4.293000221252441
Portland,2018-01-01,7.379000186920166
Portland,2018-02-01,5.547000408172607
Portland,2018-03-01,7.822000503540039
Portland,2018-04-01,11.598000526428223
Portland,2018-05-01,16.36600112915039
Portland,2018-06-01,17.511001586914062
Portland,2018-07-01,22.163000106811523
Portland,2018-08-01,21.532001495361328
Portland,2018-09-01,17.06800079345703
Portland,2018-10-01,13.249000549316406
Portland,2018-11-01,8.709000587463379
Portland,2018-12-01,6.39300012588501
Portland,2019-01-01,6.081000328063965
Portland,2019-02-01,3.127000093460083
Portland,2019-03-01,7.696000576019287
Portland,2019-04-01,11.753999710083008
Portland,2019-05-01,15.837899208068848
Portland,2019-06-01,17.90250015258789
Portland,2019-07-01,20.015899658203125
Portland,2019-08-01,21.0674991607666
Portland,2019-09-01,17.438899993896484
Portland,2019-10-01,10.528399467468262
Portland,2019-11-01,8.138400077819824
Portland,2019-12-01,5.88700008392334
Portland,2020-01-01,7.271000385284424
Portland,2020-02-01,6.765899658203125
Portland,2020-03-01,7.5493998527526855
Portland,2020-04-01,11.753899574279785
Portland,2020-05-01,15.156999588012695
Portland,2020-06-01,17.079500198364258
Portland,2020-07-01,20.237899780273438
Portland,2020-08-01,21.026399612426758
Portland,2020-09-01,18.99650001525879
Portland,2020-10-01,13.12399959564209
Portland,2020-11-01,7.6763997077941895
Portland,2020-12-01,6.257999897003174
Portland,2021-01-01,6.810999870300293
Portland,2021-02-01,5.059299945831299
Portland,2021-03-01,7.8302998542785645
Portland,2021-04-01,12.246399879455566
Portland,2021-05-01,14.754199981689453
Portland,2021-06-01,20.563098907470703
Portland,2021-07-01,21.657299041748047
Portland,2021-08-01,21.447799682617188
Portland,2021-09-01,18.206100463867188
Portland,2021-10-01,11.98009967803955
Portland,2021-11-01,9.641300201416016
Portland,2021-12-01,4.597099781036377
Portland,2022-01-01,5.328000068664551
Portland,2022-02-01,6.144000053405762
Portland,2022-03-01,9.294899940490723
Portland,2022-04-01,8.771699905395508
Portland,2022-05-01,12.317399978637695
Portland,2022-06-01,17.261699676513672
Portland,2022-07-01,21.736499786376953
Portland,2022-08-01,22.789098739624023
Portland,2022-09-01,19.90489959716797
Portland,2022-10-01,15.73859977722168
Portland,2022-11-01,6.014899730682373
Portland,2022-12-01,3.8130998611450195
Portland,2023-01-01,6.131499767303467
Portland,2023-02-01,4.504499912261963
Portland,2023-03-01,6.530900001525879
Portland,2023-04-01,9.840999603271484
Portland,2023-05-01,16.993398666381836
Portland,2023-06-01,17.729900360107422
Portland,2023-07-01,21.705299377441406
Portland,2023-08-01,23.02629852294922
Portland,2023-09-01,17.954500198364258
Portland,2023-10-01,13.818299293518066
Portland,2023-11-01,8.53969955444336
Portland,2023-12-01,7.62969970703125
Portland,2024-01-01,4.539499759674072
Portland,2024-02-01,7.433099746704102
Portland,2024-03-01,9.407999992370605
Portland,2024-04-01,11.545848846435547
Portland,2024-05-01,13.700950622558594
Portland,2024-06-01,17.65114974975586
Portland,2024-07-01,21.93600082397461
Portland,2024-08-01,20.83570098876953
Portland,2024-09-01,18.806198120117188
Portland,2024-10-01,13.467050552368164
Portland,2024-11-01,8.454699516296387
Eugene,2024-12-01,5.875199794769287
Eugene,2025-01-01,3.398750066757202
Eugene,2025-02-01,5.277299880981445
Eugene,2025-03-01,9.038199424743652
Eugene,2025-04-01,11.136199951171875
Eugene,2025-05-01,13.39074993133545
Eugene,1995-01-01,6.39900016784668
Eugene,1995-02-01,8.886000633239746
Eugene,1995-03-01,8.4160003662109375
Eugene,1995-04-01,9.702000617980957
Eugene,1995-05-01,13.759000778198242
Eugene,1995-06-01,15.777000427246094
Eugene,1995-07-01,20.108001708984375
Eugene,1995-08-01,18.218000411987305
Eugene,1995-09-01,17.988000869750977
Eugene,1995-10-01,11.222000122070312
Eugene,1995-11-01,9.922000885009766
Eugene,1995-12-01,6.136000156402588
Eugene,1996-01-01,5.692000389099121
Eugene,1996-02-01,5.880000114440918
Eugene,1996-03-01,8.57800006866455
Eugene,1996-04-01,10.962000846862793
Eugene,1996-05-01,11.565000534057617
Eugene,1996-06-01,15.244000434875488
Eugene,1996-07-01,20.775001525878906
Eugene,1996-08-01,19.415000915527344
Eugene,1996-09-01,15.357000350952148
Eugene,1996-10-01,11.296000480651855
Eugene,1996-11-01,7.930000305175781
Eugene,1996-12-01,5.975000381469727
Eugene,1997-01-01,4.921000003814697
Eugene,1997-02-01,6.100000381469727
Eugene,1997-03-01,8.244000434875488
Eugene,1997-04-01,9.711000442504883
Eugene,1997-05-01,15.090001106262207
Eugene,1997-06-01,15.159000396728516
Eugene,1997-07-01,18.881999969482422
Eugene,1997-08-01,20.235000610351562
Eugene,1997-09-01,17.192001342773438
Eugene,1997-10-01,10.729000091552734
Eugene,1997-11-01,8.919000625610352
Eugene,1997-12-01,4.006999969482422
Eugene,1998-01-01,6.8550004959106445
Eugene,1998-02-01,7.26800012588501
Eugene,1998-03-01,8.346000671386719
Eugene,1998-04-01,9.577000617980957
Eugene,1998-05-01,11.832000732421875
Eugene,1998-06-01,15.533000946044922
Eugene,1998-07-01,20.506000518798828
Eugene,1998-08-01,19.65300178527832
Eugene,1998-09-01,17.905000686645508
Eugene,1998-10-01,11.447000503540039
Eugene,1998-11-01,8.459000587463379
Eugene,1998-12-01,4.171000003814697
Eugene,1999-01-01,5.529000282287598
Eugene,1999-02-01,5.9770002365112305
Eugene,1999-03-01,6.857000350952148
Eugene,1999-04-01,9.269000053405762
Eugene,1999-05-01,11.047000885009766
Eugene,1999-06-01,14.472001075744629
Eugene,1999-07-01,18.102001190185547
Eugene,1999-08-01,19.394001007080078
Eugene,1999-09-01,16.520000457763672
Eugene,1999-10-01,11.746000289916992
Eugene,1999-11-01,9.588000297546387
Eugene,1999-12-01,5.095000267028809
Eugene,2000-01-01,4.174000263214111
Eugene,2000-02-01,6.651000499725342
Eugene,2000-03-01,6.901000499725342
Eugene,2000-04-01,10.678000450134277
Eugene,2000-05-01,12.981000900268555
Eugene,2000-06-01,16.666000366210938
Eugene,2000-07-01,18.408000946044922
Eugene,2000-08-01,18.494001388549805
Eugene,2000-09-01,16.43600082397461
Eugene,2000-10-01,11.629000663757324
Eugene,2000-11-01,5.236000061035156
Eugene,2000-12-01,5.078000068664551
Eugene,2001-01-01,4.822000026702881
Eugene,2001-02-01,5.174000263214111
Eugene,2001-03-01,8.16200065612793
Eugene,2001-04-01,8.710000038146973
Eugene,2001-05-01,13.328001022338867
Eugene,2001-06-01,14.305000305175781
Eugene,2001-07-01,18.338001251220703
Eugene,2001-08-01,19.269001007080078
Eugene,2001-09-01,17.147001266479492
Eugene,2001-10-01,11.418000221252441
Eugene,2001-11-01,8.944000244140625
Eugene,2001-12-01,5.25600004196167
Eugene,2002-01-01,5.2330002784729
Eugene,2002-02-01,6.761000156402588
Eugene,2002-03-01,6.5370001792907715
Eugene,2002-04-01,10.107000350952148
Eugene,2002-05-01,11.664000511169434
Eugene,2002-06-01,15.953001022338867
Eugene,2002-07-01,20.053001403808594
Eugene,2002-08-01,18.75400161743164
Eugene,2002-09-01,16.836999893188477
Eugene,2002-10-01,10.883000373840332
Eugene,2002-11-01,7.906000137329102
Eugene,2002-12-01,6.465000152587891
Eugene,2003-01-01,7.3560004234313965
Eugene,2003-02-01,6.254000186920166
Eugene,2003-03-01,9.41100025177002
Eugene,2003-04-01,9.354000091552734
Eugene,2003-05-01,12.550000190734863
Eugene,2003-06-01,17.020999908447266
Eugene,2003-07-01,20.468000411987305
Eugene,2003-08-01,19.863000869750977
Eugene,2003-09-01,17.772001266479492
Eugene,2003-10-01,13.659000396728516
Eugene,2003-11-01,6.1570000648498535
Eugene,2003-12-01,5.909000396728516
Eugene,2004-01-01,5.386000156402588
Eugene,2004-02-01,6.647000312805176
Eugene,2004-03-01,9.747000694274902
Eugene,2004-04-01,10.780000686645508
Eugene,2004-05-01,13.668000221252441
Eugene,2004-06-01,16.46500015258789
Eugene,2004-07-01,20.551000595092773
Eugene,2004-08-01,20.56800079345703
Eugene,2004-09-01,15.758000373840332
Eugene,2004-10-01,12.157000541687012
Eugene,2004-11-01,6.875000476837158
Eugene,2004-12-01,5.7330002784729
Eugene,2005-01-01,5.261000156402588
Eugene,2005-02-01,5.75700044631958
Eugene,2005-03-01,9.65000057220459
Eugene,2005-04-01,9.944000244140625
Eugene,2005-05-01,14.016000747680664
Eugene,2005-06-01,14.834000587463379
Eugene,2005-07-01,20.106000900268555
Eugene,2005-08-01,20.28900146484375
Eugene,2005-09-01,15.768000602722168
Eugene,2005-10-01,12.313000679016113
Eugene,2005-11-01,6.129000186920166
Eugene,2005-12-01,4.11899995803833
Eugene,2006-01-01,6.51800012588501
Eugene,2006-02-01,5.213000297546387
Eugene,2006-03-01,6.742000102996826
Eugene,2006-04-01,10.229000091552734
Eugene,2006-05-01,13.152000427246094
Eugene,2006-06-01,16.850000381469727
Eugene,2006-07-01,20.32000160217285
Eugene,2006-08-01,18.59800148010254
Eugene,2006-09-01,16.75200080871582
Eugene,2006-10-01,10.800000190734863
Eugene,2006-11-01,7.586000442504883
Eugene,2006-12-01,4.753000259399414
Eugene,2007-01-01,3.1100001335144043
Eugene,2007-02-01,6.212000370025635
Eugene,2007-03-01,9.208000183105469
Eugene,2007-04-01,9.475000381469727
Eugene,2007-05-01,12.25200080871582
Eugene,2007-06-01,15.303000450134277
Eugene,2007-07-01,20.160001754760742
Eugene,2007-08-01,18.878000259399414
Eugene,2007-09-01,15.76300048828125
Eugene,2007-10-01,10.540000915527344
Eugene,2007-11-01,6.319000244140625
Eugene,2007-12-01,4.5960001945495605
Eugene,2008-01-01,2.5320000648498535
Eugene,2008-02-01,5.581000328063965
Eugene,2008-03-01,6.2920002937316895
Eugene,2008-04-01,7.887000560760498
Eugene,2008-05-01,13.057000160217285
Eugene,2008-06-01,14.180000305175781
Eugene,2008-07-01,19.3960018157959
Eugene,2008-08-01,19.453001022338867
Eugene,2008-09-01,16.314001083374023
Eugene,2008-10-01,11.056000709533691
Eugene,2008-11-01,9.108000755310059
Eugene,2008-12-01,3.4810001850128174
Eugene,2009-01-01,4.133000373840332
Eugene,2009-02-01,5.373000144958496
Eugene,2009-03-01,6.309000492095947
Eugene,2009-04-01,9.016000747680664
Eugene,2009-05-01,12.995000839233398
Eugene,2009-06-01,16.501001358032227
Eugene,2009-07-01,20.57200050354004
Eugene,2009-08-01,19.402000427246094
Eugene,2009-09-01,17.31599998474121
Eugene,2009-10-01,10.984000205993652
Eugene,2009-11-01,7.409000396728516
Eugene,2009-12-01,2.0280001163482666
Eugene,2010-01-01,7.556000232696533
Eugene,2010-02-01,7.713000297546387
Eugene,2010-03-01,7.87600040435791
Eugene,2010-04-01,9.044000625610352
Eugene,2010-05-01,11.321000099182129
Eugene,2010-06-01,14.851000785827637
Eugene,2010-07-01,18.90300178527832
Eugene,2010-08-01,18.94500160217285
Eugene,2010-09-01,16.68400001525879
Eugene,2010-10-01,11.9660005569458
Eugene,2010-11-01,7.391000270843506
Eugene,2010-12-01,6.2860002517700195
Eugene,2011-01-01,5.332000255584717
Eugene,2011-02-01,4.494000434875488
Eugene,2011-03-01,7.578000545501709
Eugene,2011-04-01,8.075000762939453
Eugene,2011-05-01,10.731000900268555
Eugene,2011-06-01,14.700000762939453
Eugene,2011-07-01,17.57400131225586
Eugene,2011-08-01,19.461000442504883
Eugene,2011-09-01,18.511001586914062
Eugene,2011-10-01,12.13900089263916
Eugene,2011-11-01,7.115000247955322
Eugene,2011-12-01,3.375000238418579
Eugene,2012-01-01,4.872000217437744
Eugene,2012-02-01,5.607000350952148
Eugene,2012-03-01,6.1620001792907715
Eugene,2012-04-01,10.551000595092773
Eugene,2012-05-01,12.109000205993652
Eugene,2012-06-01,14.62700080871582
Eugene,2012-07-01,18.55500030517578
Eugene,2012-08-01,19.911001205444336
Eugene,2012-09-01,16.979000091552734
Eugene,2012-10-01,12.358000755310059
Eugene,2012-11-01,8.819000244140625
Eugene,2012-12-01,5.700000286102295
Eugene,2013-01-01,2.682000160217285
Eugene,2013-02-01,5.923000335693359
Eugene,2013-03-01,8.520000457763672
Eugene,2013-04-01,10.779000282287598
Eugene,2013-05-01,13.742000579833984
Eugene,2013-06-01,16.75
Eugene,2013-07-01,20.588001251220703
Eugene,2013-08-01,20.09000015258789
Eugene,2013-09-01,17.272001266479492
Eugene,2013-10-01,10.290000915527344
Eugene,2013-11-01,7.059000492095947
Eugene,2013-12-01,1.1570000648498535
Eugene,2014-01-01,4.4150004386901855
Eugene,2014-02-01,5.594000339508057
Eugene,2014-03-01,9.273000717163086
Eugene,2014-04-01,10.493000030517578
Eugene,2014-05-01,14.469000816345215
Eugene,2014-06-01,15.777000427246094
Eugene,2014-07-01,21.009000778198242
Eugene,2014-08-01,21.345001220703125
Eugene,2014-09-01,18.20800018310547
Eugene,2014-10-01,14.736001014709473
Eugene,2014-11-01,7.6610002517700195
Eugene,2014-12-01,7.01900053024292
Eugene,2015-01-01,6.23900032043457
Eugene,2015-02-01,8.837000846862793
Eugene,2015-03-01,10.471000671386719
Eugene,2015-04-01,9.592000007629395
Eugene,2015-05-01,14.027000427246094
Eugene,2015-06-01,19.045000076293945
Eugene,2015-07-01,21.361000061035156
Eugene,2015-08-01,20.714000701904297
Eugene,2015-09-01,16.22100067138672
Eugene,2015-10-01,14.282000541687012
Eugene,2015-11-01,6.697000503540039
Eugene,2015-12-01,6.187000274658203
Eugene,2016-01-01,5.953000068664551
Eugene,2016-02-01,8.375
Eugene,2016-03-01,8.62700080871582
Eugene,2016-04-01,12.60200023651123
Eugene,2016-05-01,14.1850004196167
Eugene,2016-06-01,17.08500099182129
Eugene,2016-07-01,18.911001205444336
Eugene,2016-08-01,20.3700008392334
Eugene,2016-09-01,16.17300033569336
Eugene,2016-10-01,12.471000671386719
Eugene,2016-11-01,10.371000289916992
Eugene,2016-12-01,2.7260000705718994
Eugene,2017-01-01,2.1010000705718994
Eugene,2017-02-01,5.809000492095947
Eugene,2017-03-01,8.342000007629395
Eugene,2017-04-01,9.529000282287598
Eugene,2017-05-01,13.547000885009766
Eugene,2017-06-01,16.394001007080078
Eugene,2017-07-01,19.57200050354004
Eugene,2017-08-01,21.11800193786621
Eugene,2017-09-01,17.73900032043457
Eugene,2017-10-01,11.087000846862793
Eugene,2017-11-01,7.859000205993652
Eugene,2017-12-01,3.31000018119812
Eugene,2018-01-01,6.366000175476074
Eugene,2018-02-01,5.073000431060791
Eugene,2018-03-01,6.549000263214111
Eugene,2018-04-01,10.069000244140625
Eugene,2018-05-01,14.15000057220459
Eugene,2018-06-01,15.962000846862793
Eugene,2018-07-01,20.393001556396484
Eugene,2018-08-01,20.205001831054688
Eugene,2018-09-01,15.98900032043457
Eugene,2018-10-01,12.277000427246094
Eugene,2018-11-01,7.898000240325928
Eugene,2018-12-01,5.5400004386901855
Eugene,2019-01-01,5.2960004806518555
Eugene,2019-02-01,3.4150002002716064
Eugene,2019-03-01,6.673000335693359
Eugene,2019-04-01,11.116499900817871
Eugene,2019-05-01,14.080999374389648
Eugene,2019-06-01,16.99489974975586
Eugene,2019-07-01,19.357999801635742
Eugene,2019-08-01,20.341400146484375
Eugene,2019-09-01,16.853500366210938
Eugene,2019-10-01,9.520899772644043
Eugene,2019-11-01,6.835399627685547
Eugene,2019-12-01,5.350499629974365
Eugene,2020-01-01,7.201000213623047
Eugene,2020-02-01,5.881999969482422
Eugene,2020-03-01,7.067399978637695
Eugene,2020-04-01,10.959400177001953
Eugene,2020-05-01,13.658499717712402
Eugene,2020-06-01,16.209400177001953
Eugene,2020-07-01,19.57390022277832
Eugene,2020-08-01,19.973499298095703
Eugene,2020-09-01,17.73539924621582
Eugene,2020-10-01,12.361899375915527
Eugene,2020-11-01,7.151000022888184
Eugene,2020-12-01,5.667999744415283
Eugene,2021-01-01,6.476099967956543
Eugene,2021-02-01,5.9878997802734375
Eugene,2021-03-01,7.055500030517578
Eugene,2021-04-01,10.698399543762207
Eugene,2021-05-01,13.174999237060547
Eugene,2021-06-01,18.883298873901367
Eugene,2021-07-01,21.28369903564453
Eugene,2021-08-01,20.862699508666992
Eugene,2021-09-01,17.08759880065918
Eugene,2021-10-01,11.380999565124512
Eugene,2021-11-01,9.102499961853027
Eugene,2021-12-01,5.262599945068359
Eugene,2022-01-01,5.356400012969971
Eugene,2022-02-01,5.394199848175049
Eugene,2022-03-01,9.173999786376953
Eugene,2022-04-01,8.1968994140625
Eugene,2022-05-01,11.591099739074707
Eugene,2022-06-01,16.289098739624023
Eugene,2022-07-01,20.68709945678711
Eugene,2022-08-01,21.28730010986328
Eugene,2022-09-01,18.07069969177246
Eugene,2022-10-01,14.247200012207031
Eugene,2022-11-01,5.319599628448486
Eugene,2022-12-01,4.512499809265137
Eugene,2023-01-01,5.436800003051758
Eugene,2023-02-01,4.302199840545654
Eugene,2023-03-01,5.668699741363525
Eugene,2023-04-01,9.4253997802734375
Eugene,2023-05-01,15.356999397277832
Eugene,2023-06-01,17.05889892578125
Eugene,2023-07-01,21.051599502563477
Eugene,2023-08-01,21.904199600219727
